1562815860882 001.4413 000.2203 010.0030 000.0117 000.0159 000.0127 
1562815860899 001.2210 000.3496 010.0556 000.0935 000.0382 -000.0011 
1562815860922 000.9146 000.3065 009.9838 000.2071 000.1466 000.0308 
1562815860941 000.8667 000.1197 009.9551 000.2644 000.2570 000.0998 
1562815860959 000.8475 000.3496 010.1275 000.2729 000.3080 000.0743 
1562815860982 001.1492 000.4549 010.1514 000.3345 000.1720 -000.0276 
1562815861002 000.4645 000.5938 009.5960 000.0319 -000.1763 -000.0924 
1562815861017 -000.5028 001.0008 009.8258 -000.1285 -000.1264 -000.1009 
1562815861032 000.7087 000.5459 010.2376 000.0457 000.0234 -000.0701 
1562815861052 000.2394 000.8523 009.4379 000.1030 000.0181 -000.0786 
1562815861072 000.4310 000.4645 010.2903 000.2782 -000.0680 -000.1073 
