1562815858860 -000.1820 000.2011 009.5672 -000.0690 000.1720 000.0425 
1562815858860 000.0431 -000.0144 010.0461 -000.0690 000.1720 000.0425 
1562815858860 000.0431 -000.0144 010.0461 -000.0011 000.0053 -000.0690 
1562815858871 000.0431 -000.0144 010.0461 000.0573 -000.0573 -000.0807 
1562815858888 -000.2969 000.0958 009.8593 000.0011 -000.1051 -000.0616 
1562815858910 -000.3591 000.1772 009.5577 -000.0658 -000.0074 000.0011 
1562815858930 -000.3400 -000.1197 009.6726 -000.1115 000.0478 000.0584 
1562815858950 -000.4788 -000.2155 009.9695 -000.1136 000.0106 000.0138 
1562815858970 -000.1437 -000.0766 010.0078 -000.0616 000.0202 -000.0117 
1562815858998 -000.2921 -000.1628 010.0892 000.0202 -000.0255 000.0234 
1562815859017 -000.2825 -000.1341 009.9695 000.0637 -000.0605 000.0584 
1562815859037 -000.3543 -000.1628 010.0556 000.1020 -000.0393 000.0892 
1562815859059 -000.0910 000.0287 009.8689 000.0584 -000.0234 000.0797 
1562815859080 -000.1628 -000.0527 010.0509 000.0255 -000.0425 000.0297 
1562815859099 -000.0479 000.1053 009.8450 -000.0181 -000.0212 -000.0425 
1562815859120 -000.3448 000.3543 010.0365 000.0212 000.0637 -000.0786 
1562815859140 -000.9960 000.3017 010.1993 000.0435 000.1062 -000.0520 
1562815859160 -001.5850 000.0766 010.3669 000.0807 000.1402 000.0478 
1562815859180 -002.0016 -000.1963 010.5105 000.1083 000.1859 000.1147 
1562815859200 -002.0063 -000.2873 010.2711 000.1243 000.1795 000.1126 
1562815859220 -002.2122 -000.4118 010.3238 000.1434 000.1657 000.1083 
1562815859240 -002.2841 -000.4214 010.3046 000.2464 000.1179 000.3898 
1562815859257 -002.4181 -000.9146 009.9503 000.2464 000.1179 000.3898 
1562815859280 -002.3990 -000.8954 009.8450 000.1444 000.3706 000.5852 
1562815859300 -001.7717 -000.8906 009.4906 000.1466 000.2570 000.5767 
1562815859320 -001.4413 -001.2402 009.6630 000.1784 000.0765 000.5108 
1562815859340 -001.4700 -001.2737 009.6343 000.2050 -000.0520 000.4375 
1562815859360 -001.1636 -001.5275 009.2560 000.1338 -000.0531 000.4301 
1562815859380 -001.1636 -001.5275 009.2560 000.0191 000.1115 000.6457 
1562815859400 -001.3695 -002.3080 009.2608 -000.1232 000.3452 000.8602 
1562815859420 -000.9529 -002.0446 009.5241 -000.2082 000.3197 000.9611 
1562815859440 -000.7183 -001.7334 009.8306 -000.1328 000.1742 000.9781 
1562815859454 -000.1532 -001.6041 009.4140 -000.1805 000.0733 000.9038 
1562815859481 000.1867 -001.7717 009.7923 -000.1349 000.0839 000.9919 
1562815859500 000.5076 -001.5993 009.9790 000.0871 000.1051 001.1597 
1562815859520 001.4030 -001.2258 009.1028 -000.0712 000.0297 001.1300 
1562815859540 001.5467 -001.1636 008.5569 -000.0903 -000.0372 001.1448 
1562815859561 001.9154 -000.7422 008.7005 -000.0818 -000.1476 001.0089 
1562815859578 002.2697 -000.2873 008.2121 -000.4832 -000.1572 000.8018 
1562815859600 003.1316 000.0335 008.1594 -000.6914 000.1073 000.7434 
1562815859619 003.2178 000.3256 008.9639 -000.4556 000.3324 000.6117 
1562815859641 002.7677 000.7614 009.9120 -000.2400 000.1752 000.3048 
1562815859660 002.5235 000.7039 010.5010 -000.1466 -000.0616 000.0797 
1562815859681 002.5187 000.2634 010.6303 -000.1880 -000.1678 -000.1126 
1562815859700 002.7246 000.0096 010.8745 -000.2007 -000.0658 -000.0297 
1562815859721 002.8730 000.6129 010.9654 -000.0743 000.1094 -000.0690 
1562815859740 002.3655 001.5131 010.6350 -000.1083 000.0542 -000.2804 
1562815859760 002.5379 001.4222 010.2711 -000.1625 000.0988 -000.5406 
1562815859780 002.4995 000.8140 010.4148 -000.0680 000.1827 -000.6988 
1562815859801 002.2218 000.3256 010.9080 000.2220 000.0499 -000.7137 
1562815859820 001.4892 000.8428 010.4483 000.3335 -000.1412 -000.7604 
1562815859841 001.7478 001.5610 009.8450 000.2188 -000.1030 -000.8539 
1562815859860 001.5754 001.2115 009.5672 000.0414 000.0032 -000.9155 
1562815859881 001.1971 001.1444 009.5385 -000.1519 -000.1041 -001.0833 
1562815859900 000.8188 001.3312 009.9120 -000.1370 -000.1901 -001.0917 
1562815859921 000.3352 000.8954 010.0269 -000.1338 -000.1285 -000.8889 
1562815859940 000.0144 001.1109 009.7971 000.1306 -000.3207 -000.9006 
1562815859961 000.7566 001.0870 010.9032 000.4599 -000.5745 -001.0949 
1562815859980 -000.0910 002.1404 010.4100 000.4694 -000.6553 -001.1661 
1562815860000 -000.3256 002.1883 009.9359 000.2931 -000.5459 -001.0811 
1562815860017 -000.8188 002.3128 010.1849 000.2283 -000.4291 -001.0163 
1562815860037 -000.6656 002.5091 010.2232 000.1126 -000.3696 -001.0939 
1562815860061 -001.0439 002.1069 010.3621 000.0786 -000.2071 -001.0748 
1562815860081 -002.1308 001.3503 011.1330 000.1508 -000.1551 -000.8687 
1562815860101 -002.3272 001.0295 011.0516 000.2602 -000.2751 -000.6468 
1562815860118 -002.1596 001.6472 010.4675 000.1582 -000.4163 -000.6712 
1562815860140 -001.5802 001.9441 010.0652 000.2559 -000.4822 -000.8432 
1562815860158 -001.9489 001.9728 010.1466 000.2326 -000.4291 -000.8677 
1562815860180 -001.5467 001.9968 009.6007 -000.1954 -000.3876 -000.7678 
1562815860201 -002.1356 001.6616 011.1091 000.2676 -000.4758 -000.6712 
1562815860221 -001.8723 000.8045 010.8409 000.8220 -000.6510 -000.6404 
1562815860241 -001.6041 001.0104 009.5768 000.6999 -000.6914 -000.6871 
1562815860261 -001.8292 000.6800 009.2177 000.3781 -000.3207 -000.5501 
1562815860281 -001.8435 000.0862 009.5241 -000.0722 000.1997 -000.4280 
1562815860301 -001.5083 000.2873 009.1315 -000.0935 000.3738 -000.4386 
1562815860321 -001.9728 -000.0670 009.2943 -000.0414 000.2283 -000.3653 
1562815860338 -003.0550 -000.5315 009.8689 000.2039 -000.0042 -000.0414 
1562815860351 -003.4429 -000.6752 009.8162 000.2984 -000.0467 000.2177 
1562815860377 -002.1691 -000.2107 008.8442 000.0499 000.1859 000.2082 
1562815860397 -001.7813 -000.8763 007.8099 -000.3600 000.4280 000.2825 
1562815860417 -001.7573 -000.6656 009.5050 000.0117 000.3409 000.4068 
1562815860438 -002.1356 -000.8715 009.5098 000.1699 000.1614 000.5363 
1562815860456 -001.5993 -001.0151 008.9256 000.0149 000.1551 000.5544 
1562815860471 -001.1636 -000.9385 008.7676 000.0085 000.1083 000.5172 
1562815860496 -001.0151 -001.1732 009.0214 000.0319 000.0935 000.5862 
1562815860518 -000.8763 -001.0534 008.4659 -000.1402 000.2177 000.7466 
1562815860537 -000.5938 -000.9960 008.9495 -000.3027 000.4354 000.7838 
1562815860557 000.2825 -001.1875 009.2416 -000.3515 000.4705 000.6946 
1562815860577 000.2825 -001.3216 009.5529 -000.3324 000.3462 000.6043 
1562815860594 000.5746 -001.4269 010.4196 -000.0489 000.1954 000.5661 
1562815860617 000.6416 -001.4078 010.6973 000.0510 000.1720 000.6096 
1562815860637 000.9864 -000.9673 009.9551 -000.1752 000.2262 000.6425 
1562815860657 001.0678 -000.9673 010.1179 -000.2602 000.2188 000.6043 
1562815860672 001.3216 -000.9864 010.5489 -000.1455 000.1890 000.6000 
1562815860701 001.6664 -000.8045 010.5824 -000.0467 000.0956 000.5767 
1562815860722 001.8579 -000.3926 010.0844 -000.0977 -000.1359 000.4375 
1562815860741 002.3511 000.0431 009.7013 -000.2602 -000.3611 000.2092 
1562815860762 002.4995 000.0814 009.9216 -000.2039 -000.3239 000.1370 
1562815860781 002.4038 000.3496 010.5105 000.1710 -000.0658 000.2124 
1562815860802 002.3703 000.0958 010.0078 000.1412 000.0881 000.2655 
1562815860821 002.1069 000.1820 009.6151 -000.0616 000.0531 000.1901 
1562815860842 002.1308 000.2298 009.8210 -000.0361 -000.0021 000.0743 
1562815860861 001.7669 000.2442 009.8689 -000.0552 000.0159 000.0350 
